id,createdAt,updatedAt,archived,properties.amount,properties.closedate,properties.createdate,properties.dealname,properties.dealstage,properties.hs_lastmodifieddate,properties.hs_object_id,properties.pipeline
199299820743,2025-04-06T04:00:00Z,2025-05-06T13:02:18.410Z,False,81489,2025-06-01T04:00:00Z,2025-04-06T04:00:00Z,"Smith, Garrett and Davis New Business 856",closedlost,2025-05-06T13:02:18.410Z,199299820743,default
199301299415,2025-04-18T04:00:00Z,2025-05-12T09:51:00.646Z,False,65214,2025-06-09T04:00:00Z,2025-04-18T04:00:00Z,"Gregory, Barrett and Parks New Business 1897",closedwon,2025-05-12T09:51:00.646Z,199301299415,default
199301299416,2025-06-23T04:00:00Z,2025-05-06T13:02:18.410Z,False,76535,2025-08-17T04:00:00Z,2025-06-23T04:00:00Z,"Nichols, Young and Rivera Renewal 392",closedwon,2025-05-06T13:02:18.410Z,199301299416,default
199301299417,2025-06-17T04:00:00Z,2025-05-12T09:51:01.755Z,False,76313,2025-07-27T04:00:00Z,2025-06-17T04:00:00Z,Chaney-Jimenez New Business 2032,closedwon,2025-05-12T09:51:01.755Z,199301299417,default
199301299418,2025-05-08T04:00:00Z,2025-05-06T13:02:18.304Z,False,107734,2025-07-08T04:00:00Z,2025-05-08T04:00:00Z,Nolan-Oneill New Business 1095,closedwon,2025-05-06T13:02:18.304Z,199301299418,default
199301299419,2025-05-02T04:00:00Z,2025-05-06T13:02:18.363Z,False,81073,2025-06-08T04:00:00Z,2025-05-02T04:00:00Z,"Payne, Murphy and Elliott New Business 1545",closedlost,2025-05-06T13:02:18.363Z,199301299419,default
199301299420,2025-04-07T04:00:00Z,2025-05-12T09:50:59.858Z,False,71695,2025-05-04T04:00:00Z,2025-04-07T04:00:00Z,Costa-Robinson New Business 405,closedwon,2025-05-12T09:50:59.858Z,199301299420,default
199302320350,2025-05-07T04:00:00Z,2025-05-12T09:50:59.500Z,False,88656,2025-06-17T04:00:00Z,2025-05-07T04:00:00Z,Andrade Inc New Business 745,decisionmakerboughtin,2025-05-12T09:50:59.500Z,199302320350,default
199302320351,2025-04-29T04:00:00Z,2025-05-06T13:02:20.026Z,False,73249,2025-06-22T04:00:00Z,2025-04-29T04:00:00Z,Roach LLC New Business 214,presentationscheduled,2025-05-06T13:02:20.026Z,199302320351,default
199302320352,2025-06-20T04:00:00Z,2025-05-06T13:02:19.636Z,False,68393,2025-07-16T04:00:00Z,2025-06-20T04:00:00Z,Patterson-Singh New Business 248,closedlost,2025-05-06T13:02:19.636Z,199302320352,default
199302320353,2025-05-01T04:00:00Z,2025-05-06T13:02:18.343Z,False,74545,2025-06-14T04:00:00Z,2025-05-01T04:00:00Z,Ramirez LLC New Business 457,closedlost,2025-05-06T13:02:18.343Z,199302320353,default
199302320354,2025-04-07T04:00:00Z,2025-05-06T13:02:18.410Z,False,69434,2025-04-30T04:00:00Z,2025-04-07T04:00:00Z,Schultz-Kirk Expansion 480,closedlost,2025-05-06T13:02:18.410Z,199302320354,default
199302320355,2025-04-20T04:00:00Z,2025-05-06T13:02:18.343Z,False,90616,2025-05-26T04:00:00Z,2025-04-20T04:00:00Z,"Sanders, Adams and Patterson New Business 1972",closedlost,2025-05-06T13:02:18.343Z,199302320355,default
199302320356,2025-05-16T04:00:00Z,2025-05-06T13:02:19.636Z,False,79435,2025-07-16T04:00:00Z,2025-05-16T04:00:00Z,Moore-Patterson New Business 277,closedlost,2025-05-06T13:02:19.636Z,199302320356,default
199302320357,2025-04-24T04:00:00Z,2025-05-12T09:50:59.500Z,False,64818,2025-05-14T04:00:00Z,2025-04-24T04:00:00Z,"Clark, Butler and Cortez New Business 3114",closedwon,2025-05-12T09:50:59.500Z,199302320357,default
199302320358,2025-05-03T04:00:00Z,2025-05-12T09:50:59.500Z,False,76395,2025-06-11T04:00:00Z,2025-05-03T04:00:00Z,Bennett Ltd New Business 1983,presentationscheduled,2025-05-12T09:50:59.500Z,199302320358,default
199302320359,2025-06-27T04:00:00Z,2025-05-13T19:05:49.843Z,False,81713,2025-08-13T04:00:00Z,2025-06-27T04:00:00Z,Torres-Henderson Renewal 398,qualifiedtobuy,2025-05-13T19:05:49.843Z,199302320359,default
199302320360,2025-04-11T04:00:00Z,2025-05-12T09:50:59.374Z,False,63784,2025-06-10T04:00:00Z,2025-04-11T04:00:00Z,Cunningham and Sons Expansion 390,closedwon,2025-05-12T09:50:59.374Z,199302320360,default
199324547259,2025-05-14T04:00:00Z,2025-05-06T13:02:18.333Z,False,87947,2025-07-19T04:00:00Z,2025-05-14T04:00:00Z,"Nelson, Adams and Myers Renewal 1257",closedlost,2025-05-06T13:02:18.333Z,199324547259,default
199324547260,2025-05-03T04:00:00Z,2025-05-12T09:50:59.987Z,False,108230,2025-07-07T04:00:00Z,2025-05-03T04:00:00Z,Esparza-Stevens New Business 890,appointmentscheduled,2025-05-12T09:50:59.987Z,199324547260,default
199324547261,2025-04-17T04:00:00Z,2025-05-12T09:51:01.187Z,False,55586,2025-06-01T04:00:00Z,2025-04-17T04:00:00Z,Bernard PLC Renewal 4773,closedlost,2025-05-12T09:51:01.187Z,199324547261,default
199324547262,2025-05-01T04:00:00Z,2025-05-12T09:51:03.477Z,False,86123,2025-05-20T04:00:00Z,2025-05-01T04:00:00Z,Berger-Watkins New Business 1997,appointmentscheduled,2025-05-12T09:51:03.477Z,199324547262,default
199324547263,2025-04-12T04:00:00Z,2025-05-12T09:50:59.370Z,False,98018,2025-05-20T04:00:00Z,2025-04-12T04:00:00Z,Bryant and Sons New Business 258,closedlost,2025-05-12T09:50:59.370Z,199324547263,default
199324547264,2025-06-22T04:00:00Z,2025-05-06T13:02:18.401Z,False,82801,2025-07-25T04:00:00Z,2025-06-22T04:00:00Z,"Miller, Sullivan and Garcia New Business 3428",closedwon,2025-05-06T13:02:18.401Z,199324547264,default
199325317364,2025-04-01T04:00:00Z,2025-05-12T09:51:01.186Z,False,80835,2025-06-01T04:00:00Z,2025-04-01T04:00:00Z,Garcia and Sons New Business 358,presentationscheduled,2025-05-12T09:51:01.186Z,199325317364,default
199325317365,2025-06-03T04:00:00Z,2025-05-12T09:51:00.643Z,False,81804,2025-07-25T04:00:00Z,2025-06-03T04:00:00Z,"Adams, Cruz and Davidson New Business 3983",closedlost,2025-05-12T09:51:00.643Z,199325317365,default
199325317366,2025-05-27T04:00:00Z,2025-05-12T09:51:01.186Z,False,76415,2025-06-27T04:00:00Z,2025-05-27T04:00:00Z,Clark-Combs New Business 3528,closedlost,2025-05-12T09:51:01.186Z,199325317366,default
199325317367,2025-04-21T04:00:00Z,2025-05-06T13:02:18.838Z,False,79406,2025-06-15T04:00:00Z,2025-04-21T04:00:00Z,Wright-Thomas New Business 557,contractsent,2025-05-06T13:02:18.838Z,199325317367,default
199325317368,2025-04-19T04:00:00Z,2025-05-06T13:02:20.485Z,False,85760,2025-06-02T04:00:00Z,2025-04-19T04:00:00Z,Washington-Mccann New Business 3428,presentationscheduled,2025-05-06T13:02:20.485Z,199325317368,default
199325317369,2025-04-10T04:00:00Z,2025-05-06T13:02:18.401Z,False,52386,2025-05-05T04:00:00Z,2025-04-10T04:00:00Z,Morales-Hart Renewal 991,closedlost,2025-05-06T13:02:18.401Z,199325317369,default
199325318330,2025-05-17T04:00:00Z,2025-05-06T13:02:19.586Z,False,72046,2025-06-19T04:00:00Z,2025-05-17T04:00:00Z,"Watson, Harrell and Thomas Renewal 2549",closedwon,2025-05-06T13:02:19.586Z,199325318330,default
199325318331,2025-04-29T04:00:00Z,2025-05-06T13:02:18.333Z,False,60793,2025-07-09T04:00:00Z,2025-04-29T04:00:00Z,Ross Inc New Business 1304,closedwon,2025-05-06T13:02:18.333Z,199325318331,default
199325318333,2025-06-08T04:00:00Z,2025-05-06T13:02:20.485Z,False,63341,2025-08-18T04:00:00Z,2025-06-08T04:00:00Z,Stewart-Watkins New Business 1785,closedwon,2025-05-06T13:02:20.485Z,199325318333,default
199327981798,2025-04-01T04:00:00Z,2025-05-06T13:02:20.428Z,False,79508,2025-05-07T04:00:00Z,2025-04-01T04:00:00Z,White PLC New Business 548,appointmentscheduled,2025-05-06T13:02:20.428Z,199327981798,default
199327981799,2025-06-02T04:00:00Z,2025-05-12T09:50:59.370Z,False,89212,2025-07-28T04:00:00Z,2025-06-02T04:00:00Z,James and Sons New Business 890,decisionmakerboughtin,2025-05-12T09:50:59.370Z,199327981799,default
199327981800,2025-05-16T04:00:00Z,2025-05-06T13:02:18.374Z,False,118600,2025-06-30T04:00:00Z,2025-05-16T04:00:00Z,Taylor-Bridges Renewal 1948,closedlost,2025-05-06T13:02:18.374Z,199327981800,default
199327981801,2025-06-24T04:00:00Z,2025-05-12T09:51:01.701Z,False,89680,2025-08-28T04:00:00Z,2025-06-24T04:00:00Z,"Edwards, Carlson and Adams New Business 223",presentationscheduled,2025-05-12T09:51:01.701Z,199327981801,default
199327981802,2025-06-10T04:00:00Z,2025-05-06T13:02:18.152Z,False,80276,2025-08-19T04:00:00Z,2025-06-10T04:00:00Z,Wright Ltd New Business 687,closedlost,2025-05-06T13:02:18.152Z,199327981802,default
199327981803,2025-06-28T04:00:00Z,2025-05-12T09:51:02.549Z,False,79008,2025-07-24T04:00:00Z,2025-06-28T04:00:00Z,Jones-May New Business 242,closedlost,2025-05-12T09:51:02.549Z,199327981803,default
199327981804,2025-05-23T04:00:00Z,2025-05-06T13:02:19.040Z,False,79880,2025-07-29T04:00:00Z,2025-05-23T04:00:00Z,Miller Ltd New Business 1964,closedlost,2025-05-06T13:02:19.040Z,199327981804,default
199327981805,2025-05-23T04:00:00Z,2025-05-12T09:50:59.842Z,False,74859,2025-07-01T04:00:00Z,2025-05-23T04:00:00Z,"Edwards, Mcfarland and Becker Expansion 822",presentationscheduled,2025-05-12T09:50:59.842Z,199327981805,default
199327981806,2025-05-03T04:00:00Z,2025-05-12T09:51:00.645Z,False,51938,2025-06-11T04:00:00Z,2025-05-03T04:00:00Z,"Hernandez, Jackson and Gonzalez New Business 730",closedlost,2025-05-12T09:51:00.645Z,199327981806,default
199327981807,2025-06-13T04:00:00Z,2025-05-06T13:02:19.002Z,False,71114,2025-07-15T04:00:00Z,2025-06-13T04:00:00Z,"Mccarty, Cox and Mueller New Business 600",closedlost,2025-05-06T13:02:19.002Z,199327981807,default
199327981808,2025-04-07T04:00:00Z,2025-05-06T13:02:19.915Z,False,85498,2025-05-07T04:00:00Z,2025-04-07T04:00:00Z,Wilcox-Bates New Business 826,closedwon,2025-05-06T13:02:19.915Z,199327981808,default
199327981809,2025-06-27T04:00:00Z,2025-05-06T13:03:22.920Z,False,54958,2025-08-19T04:00:00Z,2025-06-27T04:00:00Z,"Valdez, Valdez and Reyes New Business 2229",qualifiedtobuy,2025-05-06T13:03:22.920Z,199327981809,default
199327981810,2025-04-05T04:00:00Z,2025-05-06T13:02:18.343Z,False,76175,2025-06-11T04:00:00Z,2025-04-05T04:00:00Z,Rios-Hernandez Expansion 221,closedwon,2025-05-06T13:02:18.343Z,199327981810,default
199327981811,2025-06-18T04:00:00Z,2025-05-06T13:03:35.473Z,False,62251,2025-07-03T04:00:00Z,2025-06-18T04:00:00Z,"Velez, Schwartz and Maldonado New Business 1990",qualifiedtobuy,2025-05-06T13:03:35.473Z,199327981811,default
199328962804,2025-04-21T04:00:00Z,2025-05-12T09:51:01.763Z,False,81640,2025-06-15T04:00:00Z,2025-04-21T04:00:00Z,Armstrong Ltd Expansion 1797,presentationscheduled,2025-05-12T09:51:01.763Z,199328962804,default
199328962805,2025-04-24T04:00:00Z,2025-05-12T09:51:00.476Z,False,90825,2025-05-22T04:00:00Z,2025-04-24T04:00:00Z,"Flowers, Conley and Walsh Expansion 380",closedlost,2025-05-12T09:51:00.476Z,199328962805,default
199328962806,2025-04-10T04:00:00Z,2025-05-12T09:51:00.015Z,False,92535,2025-05-08T04:00:00Z,2025-04-10T04:00:00Z,"Hopkins, Conley and Peterson New Business 1308",closedwon,2025-05-12T09:51:00.015Z,199328962806,default
199328962807,2025-05-28T04:00:00Z,2025-05-06T13:02:19.216Z,False,74585,2025-07-29T04:00:00Z,2025-05-28T04:00:00Z,Ray PLC New Business 1751,closedwon,2025-05-06T13:02:19.216Z,199328962807,default
199329541340,2025-05-13T04:00:00Z,2025-05-12T09:51:00.637Z,False,71903,2025-06-15T04:00:00Z,2025-05-13T04:00:00Z,Hammond Inc New Business 288,closedwon,2025-05-12T09:51:00.637Z,199329541340,default
199329541341,2025-05-29T04:00:00Z,2025-05-12T09:51:00.637Z,False,126183,2025-07-29T04:00:00Z,2025-05-29T04:00:00Z,"Kelly, Sanders and Robertson Expansion 834",closedwon,2025-05-12T09:51:00.637Z,199329541341,default
199329541342,2025-05-23T04:00:00Z,2025-05-06T13:02:19.086Z,False,75958,2025-07-17T04:00:00Z,2025-05-23T04:00:00Z,"Lee, Davis and Martin Expansion 2605",closedwon,2025-05-06T13:02:19.086Z,199329541342,default
199329541343,2025-04-26T04:00:00Z,2025-05-06T13:02:19.002Z,False,98691,2025-05-11T04:00:00Z,2025-04-26T04:00:00Z,"Williams, Hudson and Burton New Business 1510",closedlost,2025-05-06T13:02:19.002Z,199329541343,default
199329541344,2025-04-15T04:00:00Z,2025-05-12T09:50:59.842Z,False,70222,2025-05-30T04:00:00Z,2025-04-15T04:00:00Z,Fernandez Ltd New Business 1455,closedwon,2025-05-12T09:50:59.842Z,199329541344,default
199329541345,2025-06-10T04:00:00Z,2025-05-12T09:51:03.633Z,False,70240,2025-07-17T04:00:00Z,2025-06-10T04:00:00Z,Gonzalez Inc New Business 1423,presentationscheduled,2025-05-12T09:51:03.633Z,199329541345,default
199329541346,2025-05-04T04:00:00Z,2025-05-12T09:50:59.473Z,False,58887,2025-06-06T04:00:00Z,2025-05-04T04:00:00Z,Gould Inc New Business 1397,closedwon,2025-05-12T09:50:59.473Z,199329541346,default
199329541347,2025-06-05T04:00:00Z,2025-05-06T13:02:18.493Z,False,59777,2025-07-31T04:00:00Z,2025-06-05T04:00:00Z,Vincent-Jackson New Business 244,closedlost,2025-05-06T13:02:18.493Z,199329541347,default
199330762946,2025-05-13T04:00:00Z,2025-05-06T13:02:20.428Z,False,68654,2025-06-05T04:00:00Z,2025-05-13T04:00:00Z,Vazquez-Bradley New Business 428,appointmentscheduled,2025-05-06T13:02:20.428Z,199330762946,default
199330762947,2025-04-05T04:00:00Z,2025-05-06T13:02:19.048Z,False,79475,2025-06-15T04:00:00Z,2025-04-05T04:00:00Z,Moore and Sons New Business 202,closedwon,2025-05-06T13:02:19.048Z,199330762947,default
199330762949,2025-05-03T04:00:00Z,2025-05-12T09:50:59.421Z,False,76265,2025-07-01T04:00:00Z,2025-05-03T04:00:00Z,Hebert Ltd New Business 3528,closedlost,2025-05-12T09:50:59.421Z,199330762949,default
199330762950,2025-05-24T04:00:00Z,2025-05-12T09:51:02.549Z,False,80276,2025-07-13T04:00:00Z,2025-05-24T04:00:00Z,"Barrett, Jackson and Farmer New Business 1888",closedlost,2025-05-12T09:51:02.549Z,199330762950,default
199330762951,2025-04-18T04:00:00Z,2025-05-12T09:50:59.500Z,False,80424,2025-06-02T04:00:00Z,2025-04-18T04:00:00Z,"Deleon, White and Cervantes New Business 2742",presentationscheduled,2025-05-12T09:50:59.500Z,199330762951,default
199330762952,2025-06-22T04:00:00Z,2025-05-12T09:51:01.418Z,False,109470,2025-08-06T04:00:00Z,2025-06-22T04:00:00Z,"Crane, Caldwell and Pierce New Business 728",qualifiedtobuy,2025-05-12T09:51:01.418Z,199330762952,default
199330762953,2025-05-27T04:00:00Z,2025-05-06T13:02:19.636Z,False,93044,2025-07-31T04:00:00Z,2025-05-27T04:00:00Z,"Wagner, Johnson and Shepherd New Business 2066",appointmentscheduled,2025-05-06T13:02:19.636Z,199330762953,default
199330762954,2025-04-27T04:00:00Z,2025-05-06T13:02:19.153Z,False,95437,2025-06-18T04:00:00Z,2025-04-27T04:00:00Z,Mathis and Sons New Business 3984,presentationscheduled,2025-05-06T13:02:19.153Z,199330762954,default
199330762955,2025-04-26T04:00:00Z,2025-05-12T09:50:59.500Z,False,53319,2025-07-02T04:00:00Z,2025-04-26T04:00:00Z,Brown-Davis New Business 1836,presentationscheduled,2025-05-12T09:50:59.500Z,199330762955,default
199330762956,2025-04-17T04:00:00Z,2025-05-06T13:02:20.799Z,False,65155,2025-05-30T04:00:00Z,2025-04-17T04:00:00Z,"Osborne, Garcia and Goodman New Business 1085",closedlost,2025-05-06T13:02:20.799Z,199330762956,default
199330762958,2025-04-04T04:00:00Z,2025-05-12T09:50:59.857Z,False,78947,2025-04-24T04:00:00Z,2025-04-04T04:00:00Z,"Blackwell, Smith and Carson Renewal 256",closedwon,2025-05-12T09:50:59.857Z,199330762958,default
199330762959,2025-06-03T04:00:00Z,2025-05-12T09:51:01.688Z,False,82971,2025-07-15T04:00:00Z,2025-06-03T04:00:00Z,"Ellis, Cox and Cook Expansion 3085",closedwon,2025-05-12T09:51:01.688Z,199330762959,default
199332344054,2025-06-03T04:00:00Z,2025-05-06T13:02:19.286Z,False,75966,2025-07-01T04:00:00Z,2025-06-03T04:00:00Z,"Smith, Gibbs and Murray New Business 458",appointmentscheduled,2025-05-06T13:02:19.286Z,199332344054,default
199332344055,2025-04-23T04:00:00Z,2025-05-06T13:02:20.211Z,False,92347,2025-06-08T04:00:00Z,2025-04-23T04:00:00Z,Strickland-Jones New Business 4321,closedwon,2025-05-06T13:02:20.211Z,199332344055,default
199332344056,2025-06-20T04:00:00Z,2025-05-12T09:50:59.500Z,False,84199,2025-07-18T04:00:00Z,2025-06-20T04:00:00Z,Holloway Ltd New Business 725,closedwon,2025-05-12T09:50:59.500Z,199332344056,default
199332344057,2025-04-25T04:00:00Z,2025-05-06T13:02:18.259Z,False,104982,2025-06-24T04:00:00Z,2025-04-25T04:00:00Z,"Moss, Deleon and Harrington New Business 1843",closedlost,2025-05-06T13:02:18.259Z,199332344057,default
199332345018,2025-05-31T04:00:00Z,2025-05-06T13:02:19.876Z,False,93066,2025-07-10T04:00:00Z,2025-05-31T04:00:00Z,Taylor Ltd New Business 2847,closedlost,2025-05-06T13:02:19.876Z,199332345018,default
199332345019,2025-04-01T04:00:00Z,2025-05-12T09:51:02.355Z,False,82562,2025-05-13T04:00:00Z,2025-04-01T04:00:00Z,Fritz-Reyes New Business 2460,closedwon,2025-05-12T09:51:02.355Z,199332345019,default
199332345020,2025-05-27T04:00:00Z,2025-05-12T09:51:01.763Z,False,83895,2025-06-27T04:00:00Z,2025-05-27T04:00:00Z,Daniels-Johnson New Business 929,closedlost,2025-05-12T09:51:01.763Z,199332345020,default
199332345021,2025-06-15T04:00:00Z,2025-05-12T09:51:03.633Z,False,68142,2025-08-06T04:00:00Z,2025-06-15T04:00:00Z,Garcia-Gutierrez Expansion 470,decisionmakerboughtin,2025-05-12T09:51:03.633Z,199332345021,default
199334189278,2025-06-20T04:00:00Z,2025-05-06T13:02:18.259Z,False,60650,2025-07-15T04:00:00Z,2025-06-20T04:00:00Z,Wilkinson-Beck New Business 206,closedlost,2025-05-06T13:02:18.259Z,199334189278,default
199334189279,2025-06-25T04:00:00Z,2025-05-12T09:51:01.688Z,False,66151,2025-07-19T04:00:00Z,2025-06-25T04:00:00Z,"Braun, Velasquez and Chang New Business 1882",closedlost,2025-05-12T09:51:01.688Z,199334189279,default
199334189280,2025-05-29T04:00:00Z,2025-05-12T09:51:03.476Z,False,72291,2025-06-27T04:00:00Z,2025-05-29T04:00:00Z,Holmes-Burgess Renewal 4674,closedlost,2025-05-12T09:51:03.476Z,199334189280,default
199334189281,2025-05-15T04:00:00Z,2025-05-06T13:02:20.485Z,False,63985,2025-06-26T04:00:00Z,2025-05-15T04:00:00Z,Smith-Wright Renewal 1657,closedwon,2025-05-06T13:02:20.485Z,199334189281,default
199334189283,2025-06-17T04:00:00Z,2025-05-06T13:02:18.838Z,False,71395,2025-07-23T04:00:00Z,2025-06-17T04:00:00Z,Murray-Harrison New Business 995,closedlost,2025-05-06T13:02:18.838Z,199334189283,default
199334189284,2025-04-03T04:00:00Z,2025-05-12T09:51:02.353Z,False,72132,2025-05-25T04:00:00Z,2025-04-03T04:00:00Z,Fields and Sons New Business 228,closedwon,2025-05-12T09:51:02.353Z,199334189284,default
199334189285,2025-04-12T04:00:00Z,2025-05-06T13:02:19.286Z,False,56650,2025-06-05T04:00:00Z,2025-04-12T04:00:00Z,Wiggins-Coleman New Business 2643,closedlost,2025-05-06T13:02:19.286Z,199334189285,default
202506787052,2025-05-12T09:34:23.644Z,2025-05-12T09:34:30.819Z,False,33382,2025-05-31T09:34:07.951Z,2025-05-12T09:34:23.644Z,"Jordan, Jackson and Mcmahon - New Deal",appointmentscheduled,2025-05-12T09:34:30.819Z,202506787052,default
205288261866,2025-05-14T14:11:56.219Z,2025-05-22T12:09:33.483Z,False,6000,2025-05-31T14:11:43.692Z,2025-05-14T14:11:56.219Z,SignalCTRL - New Deal TEST,appointmentscheduled,2025-05-22T12:09:33.483Z,205288261866,default
