id,createdAt,updatedAt,archived,properties.createdate,properties.domain,properties.hs_lastmodifieddate,properties.hs_object_id,properties.name
145716753606,2025-05-06T11:56:30.642Z,2025-05-06T13:08:15.821Z,False,2025-05-06T11:56:30.642Z,,2025-05-06T13:08:15.821Z,145716753606,"Mcdonald, Chambers and Hampton"
145716753607,2025-05-06T11:56:30.642Z,2025-05-06T13:08:17.185Z,False,2025-05-06T11:56:30.642Z,,2025-05-06T13:08:17.185Z,145716753607,"Edwards, Carlson and Adams"
145716753608,2025-05-06T11:56:30.669Z,2025-05-06T13:08:22.980Z,False,2025-05-06T11:56:30.669Z,,2025-05-06T13:08:22.980Z,145716753608,White PLC
145716753609,2025-05-06T11:56:30.669Z,2025-05-06T13:08:24.452Z,False,2025-05-06T11:56:30.669Z,,2025-05-06T13:08:24.452Z,145716753609,Harris-Harris
145716753610,2025-05-06T11:56:30.702Z,2025-05-06T13:08:20.900Z,False,2025-05-06T11:56:30.702Z,,2025-05-06T13:08:20.900Z,145716753610,"Hughes, White and Campbell"
145716753611,2025-05-06T11:56:30.703Z,2025-05-06T13:08:23.405Z,False,2025-05-06T11:56:30.703Z,,2025-05-06T13:08:23.405Z,145716753611,James and Sons
145716753612,2025-05-06T11:56:30.718Z,2025-05-06T13:08:24.452Z,False,2025-05-06T11:56:30.718Z,,2025-05-06T13:08:24.452Z,145716753612,"Valdez, Valdez and Reyes"
145716753613,2025-05-06T11:56:30.718Z,2025-05-06T13:08:23.486Z,False,2025-05-06T11:56:30.718Z,,2025-05-06T13:08:23.486Z,145716753613,"Mendoza, Roberson and Moore"
145716753614,2025-05-06T11:56:30.719Z,2025-05-06T13:08:18.106Z,False,2025-05-06T11:56:30.719Z,,2025-05-06T13:08:18.106Z,145716753614,Morales-Gibson
145716753615,2025-05-06T11:56:30.725Z,2025-05-12T09:51:03.533Z,False,2025-05-06T11:56:30.725Z,,2025-05-12T09:51:03.533Z,145716753615,Esparza-Stevens
145716753616,2025-05-06T11:56:30.738Z,2025-05-12T09:51:01.518Z,False,2025-05-06T11:56:30.738Z,,2025-05-12T09:51:01.518Z,145716753616,Perez-Griffith
145716753617,2025-05-06T11:56:30.769Z,2025-05-12T09:51:04.781Z,False,2025-05-06T11:56:30.769Z,,2025-05-12T09:51:04.781Z,145716753617,"Pacheco, Kemp and Nelson"
145716753618,2025-05-06T11:56:30.791Z,2025-05-12T09:51:03.190Z,False,2025-05-06T11:56:30.791Z,,2025-05-12T09:51:03.190Z,145716753618,Cook-Cook
145716753619,2025-05-06T11:56:30.815Z,2025-05-12T09:51:02.220Z,False,2025-05-06T11:56:30.815Z,,2025-05-12T09:51:02.220Z,145716753619,Davidson Ltd
145716753620,2025-05-06T11:56:30.817Z,2025-05-12T09:51:02.221Z,False,2025-05-06T11:56:30.817Z,,2025-05-12T09:51:02.221Z,145716753620,Garcia-Meyer
145720339681,2025-05-06T11:56:30.642Z,2025-05-06T13:08:10.915Z,False,2025-05-06T11:56:30.642Z,,2025-05-06T13:08:10.915Z,145720339681,"Deleon, White and Cervantes"
145720339682,2025-05-06T11:56:30.669Z,2025-05-06T13:08:22.877Z,False,2025-05-06T11:56:30.669Z,,2025-05-06T13:08:22.877Z,145720339682,Hampton Ltd
145720339683,2025-05-06T11:56:30.679Z,2025-05-06T13:08:10.879Z,False,2025-05-06T11:56:30.679Z,,2025-05-06T13:08:10.879Z,145720339683,Clark-Combs
145720339684,2025-05-06T11:56:30.701Z,2025-05-06T13:08:10.628Z,False,2025-05-06T11:56:30.701Z,,2025-05-06T13:08:10.628Z,145720339684,Harvey PLC
145720339685,2025-05-06T11:56:30.701Z,2025-05-06T13:08:16.810Z,False,2025-05-06T11:56:30.701Z,,2025-05-06T13:08:16.810Z,145720339685,"Miller, Sullivan and Garcia"
145720339687,2025-05-06T11:56:30.704Z,2025-05-06T13:08:15.686Z,False,2025-05-06T11:56:30.704Z,,2025-05-06T13:08:15.686Z,145720339687,Bullock Group
145720339688,2025-05-06T11:56:30.705Z,2025-05-06T13:08:22.329Z,False,2025-05-06T11:56:30.705Z,,2025-05-06T13:08:22.329Z,145720339688,"Williams, Duncan and Williams"
145720339689,2025-05-06T11:56:30.738Z,2025-05-12T09:51:03.572Z,False,2025-05-06T11:56:30.738Z,,2025-05-12T09:51:03.572Z,145720339689,Hall and Sons
145720339690,2025-05-06T11:56:30.742Z,2025-05-12T09:51:03.218Z,False,2025-05-06T11:56:30.742Z,,2025-05-12T09:51:03.218Z,145720339690,Cunningham and Sons
145720339691,2025-05-06T11:56:30.742Z,2025-05-12T09:51:01.523Z,False,2025-05-06T11:56:30.742Z,,2025-05-12T09:51:01.523Z,145720339691,Davis Group
145720339692,2025-05-06T11:56:30.741Z,2025-05-12T09:51:05.678Z,False,2025-05-06T11:56:30.741Z,,2025-05-12T09:51:05.678Z,145720339692,Lowery Ltd
145720339693,2025-05-06T11:56:30.767Z,2025-05-12T09:51:02.517Z,False,2025-05-06T11:56:30.767Z,,2025-05-12T09:51:02.517Z,145720339693,Cooper-Ortiz
145720339694,2025-05-06T11:56:30.767Z,2025-05-12T09:51:03.226Z,False,2025-05-06T11:56:30.767Z,,2025-05-12T09:51:03.226Z,145720339694,"Brown, Savage and Chandler"
145720339695,2025-05-06T11:56:30.770Z,2025-05-12T09:51:06.290Z,False,2025-05-06T11:56:30.770Z,,2025-05-12T09:51:06.290Z,145720339695,Wilson-Young
145720339696,2025-05-06T11:56:30.791Z,2025-05-12T09:51:03.567Z,False,2025-05-06T11:56:30.791Z,,2025-05-12T09:51:03.567Z,145720339696,"Nichols, Young and Rivera"
145720339697,2025-05-06T11:56:30.791Z,2025-05-12T09:51:06.290Z,False,2025-05-06T11:56:30.791Z,,2025-05-12T09:51:06.290Z,145720339697,Hernandez Ltd
145720339698,2025-05-06T11:56:30.815Z,2025-05-12T09:51:05.688Z,False,2025-05-06T11:56:30.815Z,,2025-05-12T09:51:05.688Z,145720339698,"Kemp, Johnson and Cunningham"
145722137793,2025-05-06T11:56:30.701Z,2025-05-06T13:08:14.799Z,False,2025-05-06T11:56:30.701Z,,2025-05-06T13:08:14.799Z,145722137793,"Martinez, Patton and Dominguez"
145722137794,2025-05-06T11:56:30.704Z,2025-05-06T13:08:18.247Z,False,2025-05-06T11:56:30.704Z,,2025-05-06T13:08:18.247Z,145722137794,"Velez, Schwartz and Maldonado"
145722137795,2025-05-06T11:56:30.703Z,2025-05-06T13:08:13.524Z,False,2025-05-06T11:56:30.703Z,,2025-05-06T13:08:13.524Z,145722137795,Taylor-Bridges
145722137796,2025-05-06T11:56:30.725Z,2025-05-12T09:51:04.422Z,False,2025-05-06T11:56:30.725Z,,2025-05-12T09:51:04.422Z,145722137796,Chaney-Jimenez
145722137797,2025-05-06T11:56:30.725Z,2025-05-12T09:51:05.663Z,False,2025-05-06T11:56:30.725Z,,2025-05-12T09:51:05.663Z,145722137797,"Daniels, Dunlap and Hill"
145722137798,2025-05-06T11:56:30.725Z,2025-05-12T09:51:05.016Z,False,2025-05-06T11:56:30.725Z,,2025-05-12T09:51:05.016Z,145722137798,"Owens, Bernard and Hamilton"
145722137799,2025-05-06T11:56:30.725Z,2025-05-12T09:51:05.669Z,False,2025-05-06T11:56:30.725Z,,2025-05-12T09:51:05.669Z,145722137799,"Simmons, Bennett and Carter"
145722137800,2025-05-06T11:56:30.742Z,2025-05-12T09:51:03.145Z,False,2025-05-06T11:56:30.742Z,,2025-05-12T09:51:03.145Z,145722137800,"Sanders, Adams and Patterson"
145722137801,2025-05-06T11:56:30.791Z,2025-05-12T09:51:02.187Z,False,2025-05-06T11:56:30.791Z,,2025-05-12T09:51:02.187Z,145722137801,"Colon, White and Alvarez"
145722137802,2025-05-06T11:56:30.792Z,2025-05-12T09:51:04.418Z,False,2025-05-06T11:56:30.792Z,,2025-05-12T09:51:04.418Z,145722137802,Friedman-Coleman
145723921596,2025-05-06T11:56:30.669Z,2025-05-06T13:08:22.195Z,False,2025-05-06T11:56:30.669Z,,2025-05-06T13:08:22.195Z,145723921596,"Jackson, Potts and Fernandez"
145723921597,2025-05-06T11:56:30.704Z,2025-05-06T13:08:24.452Z,False,2025-05-06T11:56:30.704Z,,2025-05-06T13:08:24.452Z,145723921597,"Stevens, Henderson and Brown"
145723921598,2025-05-06T11:56:30.718Z,2025-05-06T13:08:11.181Z,False,2025-05-06T11:56:30.718Z,,2025-05-06T13:08:11.181Z,145723921598,Stewart-Watkins
145723921599,2025-05-06T11:56:30.718Z,2025-05-06T13:08:10.980Z,False,2025-05-06T11:56:30.718Z,,2025-05-06T13:08:10.980Z,145723921599,"Calderon, Brown and Hernandez"
145723921600,2025-05-06T11:56:30.738Z,2025-05-12T09:51:01.722Z,False,2025-05-06T11:56:30.738Z,,2025-05-12T09:51:01.722Z,145723921600,Smith-Wright
145723921601,2025-05-06T11:56:30.742Z,2025-05-12T09:51:05.687Z,False,2025-05-06T11:56:30.742Z,,2025-05-12T09:51:05.687Z,145723921601,"Kramer, Turner and Mckinney"
145723921602,2025-05-06T11:56:30.772Z,2025-05-12T09:51:05.010Z,False,2025-05-06T11:56:30.772Z,,2025-05-12T09:51:05.010Z,145723921602,Daniels-Johnson
145723921603,2025-05-06T11:56:30.791Z,2025-05-12T09:51:02.194Z,False,2025-05-06T11:56:30.791Z,,2025-05-12T09:51:02.194Z,145723921603,Schmidt-Harris
145723921604,2025-05-06T11:56:30.792Z,2025-05-12T09:51:01.718Z,False,2025-05-06T11:56:30.792Z,,2025-05-12T09:51:01.718Z,145723921604,Berger-Watkins
149567786233,2025-05-14T14:11:04.383Z,2025-05-22T12:09:33.119Z,False,2025-05-14T14:11:04.383Z,www.getsignalctrl.com,2025-05-22T12:09:33.119Z,149567786233,SignalCTRL
150537499896,2025-05-14T10:31:49.993Z,2025-05-14T10:35:32.770Z,False,2025-05-14T10:31:49.993Z,getequiem.com,2025-05-14T10:35:32.770Z,150537499896,Equiem
156534935744,2025-05-19T19:02:02.919Z,2025-05-19T19:02:14.902Z,False,2025-05-19T19:02:02.919Z,tiny.vc,2025-05-19T19:02:14.902Z,156534935744,Tiny Supercomputer Investment Company
